aeropuerto_origen,aeropuerto_destino,distancia_entre_aeropuertos
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 22.1536, 'longitud': -100.9267}",6089
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': -33.9461, 'longitud': 151.1771}",6937
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 51.47, 'longitud': -0.4543}",5201
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 22.308, 'longitud': 113.9154}",6817
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 25.7854, 'longitud': -100.1077}",1855
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 51.47, 'longitud': -0.4543}",672
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': -34.6037, 'longitud': -58.3711}",2443
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 32.5362, 'longitud': -117.0203}",8137
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 40.6397, 'longitud': -73.7789}",5915
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 35.7647, 'longitud': 140.3864}",8775
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 32.5362, 'longitud': -117.0203}",913
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 25.7854, 'longitud': -100.1077}",4518
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 20.9942, 'longitud': -101.4797}",8222
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 19.4363, 'longitud': -99.0721}",7884
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': -33.9461, 'longitud': 151.1771}",9246
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 25.7854, 'longitud': -100.1077}",1408
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 51.47, 'longitud': -0.4543}",1242
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': -34.6037, 'longitud': -58.3711}",1848
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 20.9942, 'longitud': -101.4797}",4500
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 33.9425, 'longitud': -118.407}",4048
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 21.7025, 'longitud': -102.8639}",5158
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 22.308, 'longitud': 113.9154}",6435
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 22.308, 'longitud': 113.9154}",1476
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 21.7025, 'longitud': -102.8639}",791
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 19.4363, 'longitud': -99.0721}",5989
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 20.9942, 'longitud': -101.4797}",9767
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 20.5225, 'longitud': -103.3097}",3522
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 51.47, 'longitud': -0.4543}",9500
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 16.7658, 'longitud': -99.7639}",4527
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': -33.9461, 'longitud': 151.1771}",8609
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 52.3105, 'longitud': 4.7683}",1371
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 21.0365, 'longitud': -86.8769}",5996
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 21.0365, 'longitud': -86.8769}",9761
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 49.0128, 'longitud': 2.5489}",2668
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 35.7647, 'longitud': 140.3864}",1400
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 40.6397, 'longitud': -73.7789}",1949
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 52.3105, 'longitud': 4.7683}",9868
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': -34.6037, 'longitud': -58.3711}",2409
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 49.0128, 'longitud': 2.5489}",853
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 49.0128, 'longitud': 2.5489}",7546
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 52.3105, 'longitud': 4.7683}",3679
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 51.47, 'longitud': -0.4543}",6242
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 50.0333, 'longitud': 8.5705}",3135
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 52.3105, 'longitud': 4.7683}",5413
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 16.7658, 'longitud': -99.7639}",6681
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 16.7658, 'longitud': -99.7639}",2023
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 52.3105, 'longitud': 4.7683}",5571
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 49.0128, 'longitud': 2.5489}",5931
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 33.9425, 'longitud': -118.407}",7333
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 19.1433, 'longitud': -96.1733}",7837
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 40.6397, 'longitud': -73.7789}",6355
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 33.9425, 'longitud': -118.407}",7171
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 22.1536, 'longitud': -100.9267}",8262
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 22.1536, 'longitud': -100.9267}",9081
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 20.9942, 'longitud': -101.4797}",4022
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 32.5362, 'longitud': -117.0203}",4603
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 51.47, 'longitud': -0.4543}",2181
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 20.5225, 'longitud': -103.3097}",548
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': -34.6037, 'longitud': -58.3711}",5996
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 50.0333, 'longitud': 8.5705}",2521
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 49.0128, 'longitud': 2.5489}",662
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 22.1536, 'longitud': -100.9267}",3354
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 49.0128, 'longitud': 2.5489}",1531
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 22.308, 'longitud': 113.9154}",9949
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 40.6397, 'longitud': -73.7789}",1946
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 33.9425, 'longitud': -118.407}",5304
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 22.1536, 'longitud': -100.9267}",6840
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 40.6397, 'longitud': -73.7789}",6422
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 22.308, 'longitud': 113.9154}",4657
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 20.5225, 'longitud': -103.3097}",7253
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': -34.6037, 'longitud': -58.3711}",6548
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 50.0333, 'longitud': 8.5705}",512
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 35.7647, 'longitud': 140.3864}",2045
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 20.9942, 'longitud': -101.4797}",6647
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 20.9942, 'longitud': -101.4797}",9784
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 25.7854, 'longitud': -100.1077}",6828
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 25.7854, 'longitud': -100.1077}",1342
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 32.5362, 'longitud': -117.0203}",1234
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 20.9942, 'longitud': -101.4797}",4450
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 16.7658, 'longitud': -99.7639}",3136
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 20.5225, 'longitud': -103.3097}",3068
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 50.0333, 'longitud': 8.5705}",4361
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 32.5362, 'longitud': -117.0203}",4458
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 52.3105, 'longitud': 4.7683}",7675
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 25.7854, 'longitud': -100.1077}",7510
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 20.9942, 'longitud': -101.4797}",5932
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 22.1536, 'longitud': -100.9267}",756
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 25.7854, 'longitud': -100.1077}",5976
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 50.0333, 'longitud': 8.5705}",7858
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 21.7025, 'longitud': -102.8639}",3811
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 19.4363, 'longitud': -99.0721}",3558
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': -34.6037, 'longitud': -58.3711}",2209
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 19.4363, 'longitud': -99.0721}",1316
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 22.1536, 'longitud': -100.9267}",3111
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 25.7854, 'longitud': -100.1077}",2542
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 22.308, 'longitud': 113.9154}",4579
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 52.3105, 'longitud': 4.7683}",9043
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 20.9942, 'longitud': -101.4797}",3986
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 32.5362, 'longitud': -117.0203}",1584
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 51.47, 'longitud': -0.4543}",8655
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 51.47, 'longitud': -0.4543}",9321
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 20.9942, 'longitud': -101.4797}",9390
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 19.4363, 'longitud': -99.0721}",3868
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 16.7658, 'longitud': -99.7639}",3811
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 40.6397, 'longitud': -73.7789}",5405
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 51.47, 'longitud': -0.4543}",3677
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 16.7658, 'longitud': -99.7639}",4646
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 20.9942, 'longitud': -101.4797}",5650
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 21.7025, 'longitud': -102.8639}",7349
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 33.9425, 'longitud': -118.407}",3990
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': -33.9461, 'longitud': 151.1771}",4458
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 40.6397, 'longitud': -73.7789}",7894
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 21.7025, 'longitud': -102.8639}",9261
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 22.308, 'longitud': 113.9154}",4527
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 21.7025, 'longitud': -102.8639}",9600
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 16.7658, 'longitud': -99.7639}",8628
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': -34.6037, 'longitud': -58.3711}",6527
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 50.0333, 'longitud': 8.5705}",6214
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 32.5362, 'longitud': -117.0203}",3655
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 19.4363, 'longitud': -99.0721}",7472
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 16.7658, 'longitud': -99.7639}",5962
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 33.9425, 'longitud': -118.407}",5677
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 32.5362, 'longitud': -117.0203}",7673
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 16.7658, 'longitud': -99.7639}",1360
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 52.3105, 'longitud': 4.7683}",1540
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 52.3105, 'longitud': 4.7683}",1409
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 49.0128, 'longitud': 2.5489}",6567
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': -34.6037, 'longitud': -58.3711}",7178
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 52.3105, 'longitud': 4.7683}",2915
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 40.6397, 'longitud': -73.7789}",4277
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 20.5225, 'longitud': -103.3097}",1034
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 19.4363, 'longitud': -99.0721}",5194
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 20.5225, 'longitud': -103.3097}",1938
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 35.7647, 'longitud': 140.3864}",8168
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 19.4363, 'longitud': -99.0721}",3039
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 16.7658, 'longitud': -99.7639}",6130
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 25.7854, 'longitud': -100.1077}",7683
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 20.5225, 'longitud': -103.3097}",1251
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 49.0128, 'longitud': 2.5489}",6272
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 19.1433, 'longitud': -96.1733}",9375
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 20.9942, 'longitud': -101.4797}",4249
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 16.7658, 'longitud': -99.7639}",5575
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': -33.9461, 'longitud': 151.1771}",8846
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': -34.6037, 'longitud': -58.3711}",1754
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 33.9425, 'longitud': -118.407}",4463
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 19.1433, 'longitud': -96.1733}",9712
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 52.3105, 'longitud': 4.7683}",9461
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 20.5225, 'longitud': -103.3097}",5698
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 35.7647, 'longitud': 140.3864}",6385
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 19.4363, 'longitud': -99.0721}",9211
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 32.5362, 'longitud': -117.0203}",5590
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 21.7025, 'longitud': -102.8639}",7489
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 25.7854, 'longitud': -100.1077}",8165
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': -33.9461, 'longitud': 151.1771}",9328
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 21.0365, 'longitud': -86.8769}",5926
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 21.0365, 'longitud': -86.8769}",7829
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 19.1433, 'longitud': -96.1733}",8294
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 21.7025, 'longitud': -102.8639}",1301
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': -34.6037, 'longitud': -58.3711}",860
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 16.7658, 'longitud': -99.7639}",3781
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 19.1433, 'longitud': -96.1733}",8933
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 52.3105, 'longitud': 4.7683}",4252
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': -34.6037, 'longitud': -58.3711}",3791
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 52.3105, 'longitud': 4.7683}",7825
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 20.5225, 'longitud': -103.3097}",4057
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 25.7854, 'longitud': -100.1077}",5977
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 21.7025, 'longitud': -102.8639}",6148
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 33.9425, 'longitud': -118.407}",9928
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 16.7658, 'longitud': -99.7639}",3404
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 21.0365, 'longitud': -86.8769}",5372
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 22.308, 'longitud': 113.9154}",2114
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 32.5362, 'longitud': -117.0203}",7070
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 52.3105, 'longitud': 4.7683}",9116
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 20.5225, 'longitud': -103.3097}",8736
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 32.5362, 'longitud': -117.0203}",566
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 22.308, 'longitud': 113.9154}",4988
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 50.0333, 'longitud': 8.5705}",1300
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 20.5225, 'longitud': -103.3097}",6371
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 33.9425, 'longitud': -118.407}",8554
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 19.4363, 'longitud': -99.0721}",1034
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': -33.9461, 'longitud': 151.1771}",3669
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 52.3105, 'longitud': 4.7683}",7740
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': -34.6037, 'longitud': -58.3711}",9140
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 52.3105, 'longitud': 4.7683}",7808
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 21.7025, 'longitud': -102.8639}",1917
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 40.6397, 'longitud': -73.7789}",1699
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 49.0128, 'longitud': 2.5489}",4345
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 52.3105, 'longitud': 4.7683}",7153
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 25.7854, 'longitud': -100.1077}",8303
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 40.6397, 'longitud': -73.7789}",4919
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 25.7854, 'longitud': -100.1077}",4286
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 20.9942, 'longitud': -101.4797}",924
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 22.1536, 'longitud': -100.9267}",1381
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 25.7854, 'longitud': -100.1077}",3913
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 16.7658, 'longitud': -99.7639}",8363
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 52.3105, 'longitud': 4.7683}",5462
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 21.7025, 'longitud': -102.8639}",3670
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 16.7658, 'longitud': -99.7639}",1961
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 20.9942, 'longitud': -101.4797}",8875
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': -33.9461, 'longitud': 151.1771}",2569
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 16.7658, 'longitud': -99.7639}",6303
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 25.7854, 'longitud': -100.1077}",9108
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 19.4363, 'longitud': -99.0721}",8799
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': -34.6037, 'longitud': -58.3711}",3536
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 19.1433, 'longitud': -96.1733}",5119
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 20.9942, 'longitud': -101.4797}",3209
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 20.5225, 'longitud': -103.3097}",2286
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 50.0333, 'longitud': 8.5705}",7043
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 16.7658, 'longitud': -99.7639}",4807
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 33.9425, 'longitud': -118.407}",9512
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 35.7647, 'longitud': 140.3864}",6500
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': -33.9461, 'longitud': 151.1771}",6110
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 51.47, 'longitud': -0.4543}",5078
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 49.0128, 'longitud': 2.5489}",6719
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 20.9942, 'longitud': -101.4797}",7041
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 22.308, 'longitud': 113.9154}",6006
